change_event_id,commit_sha,commit_date_utc,change_source_type,pr_number,platform,file_path,vendor_canonical_id,vendor_display_name,telemetry_feature_category,sub_category,old_status,new_status,old_status_score,new_status_score,sub_category_weight,weighted_score_delta,status_quality_delta,direction,change_kind,contributor_login,contributor_class,public_url
045ccf6510fb16dff940356cc9c7e937b49434ed97c853fedb47612341384fb3,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,microsoft_defender,Microsoft Defender for Endpoint,Device Operations,USB Device Mount,,Yes,0.0,1.0,1.0,0.0,3,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
f3186f2f41283b5e06dca05e32d7baddc7949aeea1b209ead840449b7a2b30d3,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,sentinelone,SentinelOne,Device Operations,USB Device Mount,,No,0.0,0.0,1.0,0.0,0,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
514037e95a1315a284b5f7e5bf160b2f8437e9aade63ae2601f66bf928c2dc5f,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,sysmon,Sysmon,Device Operations,USB Device Mount,,No,0.0,0.0,1.0,0.0,0,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
7e4b9f2af672d06a94b06acead3a7fc0bf2b05ef70ebfb661f798504f6583999,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,watchguard,WatchGuard,Device Operations,USB Device Mount,,Yes,0.0,1.0,1.0,0.0,3,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
329e2415dda43d58bc57f39673101d24e50bcef3b4f0bf02599b5a462256ebbc,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,crowdstrike,CrowdStrike,Device Operations,USB Device Unmount,,Yes,0.0,1.0,0.7,0.0,3,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
003dda29835d4af8670afcfaff5c102506f55f933696d1d11e131970048eb935,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,elastic,Elastic,Device Operations,USB Device Unmount,,No,0.0,0.0,0.7,0.0,0,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
639503a66bc037a70825855a2c7c6190acd798a218265316a1f29f3c1663d9f7,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,limacharlie,LimaCharlie,Device Operations,USB Device Unmount,,No,0.0,0.0,0.7,0.0,0,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
85008db5eaafbdd056967a7a9fb021c8ddf6ca2f57c6c5c84d51e186e4839ead,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,microsoft_defender,Microsoft Defender for Endpoint,Device Operations,USB Device Unmount,,Yes,0.0,1.0,0.7,0.0,3,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
88a74faae3986c12e4e79239ef0cca6d40a0c85010fbaf21b97825681a9490c3,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,sentinelone,SentinelOne,Device Operations,USB Device Unmount,,No,0.0,0.0,0.7,0.0,0,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
8d14ccf90cbbeaa5fb681596c88652fe9d41d7d3947a5faa67aedbcc1d840226,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,sysmon,Sysmon,Device Operations,USB Device Unmount,,No,0.0,0.0,0.7,0.0,0,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
00f3d25b11dd83ae81968143329658f08924bc9070bcf4e111e37ba00072a6e4,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,watchguard,WatchGuard,Device Operations,USB Device Unmount,,Yes,0.0,1.0,0.7,0.0,3,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
fbc239c1ea0a1cf44d9a78dc981efb165e931aad9760af817592b8e8825fc395,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,crowdstrike,CrowdStrike,Device Operations,Virtual Disk Mount,,No,0.0,0.0,0.5,0.0,0,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
3a8e92d00380777d48582e13f37ad1ab8ee36aef310642b98a868aca1655b7e8,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,elastic,Elastic,Device Operations,Virtual Disk Mount,,No,0.0,0.0,0.5,0.0,0,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
463c03ec0a90aff6af014c01890a5a2c9e89a26fc51dfaac49232935e1f4959f,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,limacharlie,LimaCharlie,Device Operations,Virtual Disk Mount,,Yes,0.0,1.0,0.5,0.0,3,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
c59c6bfd794fba0292c0559fe892d4ab3af02139a284cb1f696507f924481a72,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,microsoft_defender,Microsoft Defender for Endpoint,Device Operations,Virtual Disk Mount,,No,0.0,0.0,0.5,0.0,0,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
d246df302d67747d041c3c5bf5a87140282dc62d6aec758b6e1f31b70c548481,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,sentinelone,SentinelOne,Device Operations,Virtual Disk Mount,,No,0.0,0.0,0.5,0.0,0,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
099c179b0e7246760edcc86d0145642a074da9546c57a50ddd9b4945fe14775b,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,sysmon,Sysmon,Device Operations,Virtual Disk Mount,,No,0.0,0.0,0.5,0.0,0,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
77032665ea9b14dd1c951b082d065078142a3d95e2516bd8982d4b0e33aabcfb,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,watchguard,WatchGuard,Device Operations,Virtual Disk Mount,,Yes,0.0,1.0,0.5,0.0,3,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
fef48c3727b78e5e747792c68509bf07074a182058d2062bf0ae1f8d670af322,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,crowdstrike,CrowdStrike,Driver/Module Activity,Driver Loaded,,No,0.0,0.0,1.0,0.0,0,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
ad93fedb101298e9b26bbb5b93b7fd2ba63c469638042b14b996fab80ca0305a,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,elastic,Elastic,Driver/Module Activity,Driver Loaded,,Yes,0.0,1.0,1.0,0.0,3,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
de3db2cce16fe2d45b85f5813e15a96cccc932fb198c45e9a0543d1239369548,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,limacharlie,LimaCharlie,Driver/Module Activity,Driver Loaded,,No,0.0,0.0,1.0,0.0,0,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
1565eacdf6d41dfc63f0a64fd06a252d2d3160a24077053759687fc530ef1862,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,microsoft_defender,Microsoft Defender for Endpoint,Driver/Module Activity,Driver Loaded,,Yes,0.0,1.0,1.0,0.0,3,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
26d7faa82d3a2d3380b7970f94e6e025a1e6471f7ea0c4335d5f7e9b8983ecb8,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,sentinelone,SentinelOne,Driver/Module Activity,Driver Loaded,,Yes,0.0,1.0,1.0,0.0,3,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
0d2af80dbc754b2397a83c1c78d44a38b8849f323e97f11a86a58594567740f2,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,sysmon,Sysmon,Driver/Module Activity,Driver Loaded,,Yes,0.0,1.0,1.0,0.0,3,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
4d85726a3f007f3485992322d135289fbfc6a722d738ee704526fc5e91dc7ffe,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,watchguard,WatchGuard,Driver/Module Activity,Driver Loaded,,No,0.0,0.0,1.0,0.0,0,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
c52248741d2aaa5284edc6e4f9f025c33ada92f52152c05a01c237d03043de7c,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,crowdstrike,CrowdStrike,Driver/Module Activity,Driver Modification,,Yes,0.0,1.0,1.0,0.0,3,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
bb38b92e164bac21e4de588fd043168168097a580c9b3bde6710544926b783f8,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,elastic,Elastic,Driver/Module Activity,Driver Modification,,No,0.0,0.0,1.0,0.0,0,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
75201b46088d30a22f07b689226f03ad4df0b00b337fb0f8880a01f851f59309,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,limacharlie,LimaCharlie,Driver/Module Activity,Driver Modification,,Yes,0.0,1.0,1.0,0.0,3,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
b9daa566242a166840e05c1e19c17b5aa81c137ada220b9db43f8d3853e5076b,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,microsoft_defender,Microsoft Defender for Endpoint,Driver/Module Activity,Driver Modification,,No,0.0,0.0,1.0,0.0,0,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
4b8bb7296cbce2096df9ac7b31835be23fdb0a837cd803ff253fe9e114bca266,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,sentinelone,SentinelOne,Driver/Module Activity,Driver Modification,,No,0.0,0.0,1.0,0.0,0,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
c0524b1e2d47c54804b9062d6188e1c912609ab928d8fa2ce4b71e37d254940a,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,sysmon,Sysmon,Driver/Module Activity,Driver Modification,,No,0.0,0.0,1.0,0.0,0,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
b7984b5f0da2ca375b4d70c1ff0a45175242f5088d40ba2e518c94c24c289a52,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,watchguard,WatchGuard,Driver/Module Activity,Driver Modification,,No,0.0,0.0,1.0,0.0,0,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
ed42952edff23f2a2c993986112f78d8820b247ae014ced43b38bf9a9e6fb1da,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,crowdstrike,CrowdStrike,Driver/Module Activity,Driver Unloaded,,No,0.0,0.0,1.0,0.0,0,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
e8c07e28c40cf6c78e070534c224e30b5ad8618aab479ebe5bf857e8a814e36f,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,elastic,Elastic,Driver/Module Activity,Driver Unloaded,,No,0.0,0.0,1.0,0.0,0,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
403aefeae792ad22761f3bc154151c425a22971fa38284375fdc2f9060a4d9f1,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,limacharlie,LimaCharlie,Driver/Module Activity,Driver Unloaded,,No,0.0,0.0,1.0,0.0,0,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
f28faeb066dd614b72b84e159cf8a9aa68854b735aa03c6c0c4495fc814f2639,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,microsoft_defender,Microsoft Defender for Endpoint,Driver/Module Activity,Driver Unloaded,,No,0.0,0.0,1.0,0.0,0,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
ae6224e74f48df9662f9b00f2983f1b77591ca29a6ad1b1f50fed919573df97b,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,sentinelone,SentinelOne,Driver/Module Activity,Driver Unloaded,,No,0.0,0.0,1.0,0.0,0,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
2882c27774399ba2b6938637684eaa74bc75cf68bb3630077310821eadefe050,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,sysmon,Sysmon,Driver/Module Activity,Driver Unloaded,,No,0.0,0.0,1.0,0.0,0,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
e77f7df2793b7b7a44fc65e1fa71971644793ae25d17c8193d17594194b30a48,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,watchguard,WatchGuard,Driver/Module Activity,Driver Unloaded,,No,0.0,0.0,1.0,0.0,0,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
0592ae567e190324cc864b8803804ecc9a27a822c80ca748f60c78c0ff224002,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,crowdstrike,CrowdStrike,EDR SysOps,Agent Errors,,Yes,0.0,1.0,0.2,0.0,3,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
e6a9a301f73bdfcca0ca02c93f98428143d76fc874f9434b32eea14f4dfad587,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,elastic,Elastic,EDR SysOps,Agent Errors,,Yes,0.0,1.0,0.2,0.0,3,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
b42c33bdd234b6283381acabec67adef25c3d8d58326bd85b40c452d46a6fd12,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,limacharlie,LimaCharlie,EDR SysOps,Agent Errors,,Yes,0.0,1.0,0.2,0.0,3,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
fdc7565b19871be499ef74845bdac1ce8036a271cc150929dfdfb0a1d8ea543d,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,microsoft_defender,Microsoft Defender for Endpoint,EDR SysOps,Agent Errors,,Yes,0.0,1.0,0.2,0.0,3,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
abb44812a0130fbc25582233634737336c15b43fa946fe8d3ee5537fc4045962,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,sentinelone,SentinelOne,EDR SysOps,Agent Errors,,Yes,0.0,1.0,0.2,0.0,3,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
917381c5def232550c635e2e7978ec231cc212bbd5096c048481de699d040eb2,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,sysmon,Sysmon,EDR SysOps,Agent Errors,,Yes,0.0,1.0,0.2,0.0,3,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
5735427b461423c83f963125f7902ec6dd7480f30bf690580cad19afde3d8bb7,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,watchguard,WatchGuard,EDR SysOps,Agent Errors,,No,0.0,0.0,0.2,0.0,0,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
14672dff7a2fa41a3330195f9a1e0f7ba7a6b0f91c52fa308ef6319044243147,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,crowdstrike,CrowdStrike,EDR SysOps,Agent Install,,No,0.0,0.0,0.2,0.0,0,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
1c261e587ca2dab5c3995470a2c2af7cc484d00b8be00dad83f67c0507065cca,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,elastic,Elastic,EDR SysOps,Agent Install,,No,0.0,0.0,0.2,0.0,0,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
18fc744e511533b890e9c634bcd796e6f297960d603def1d8c4fad2acdeafbb9,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,limacharlie,LimaCharlie,EDR SysOps,Agent Install,,Yes,0.0,1.0,0.2,0.0,3,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
76206c1d663b7ccfc818e8cf3090c49fdba198898969c54ae3a9ce3a40e64f70,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,microsoft_defender,Microsoft Defender for Endpoint,EDR SysOps,Agent Install,,No,0.0,0.0,0.2,0.0,0,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
cc1e5d77613964757cb68c76a652e567965f96e227eaf029461451069e58d143,ca3a2e679eacda11bca56997f55ec92fc46dc402,2023-04-19T06:18:54Z,direct_commit,,windows,EDR_telem.json,sentinelone,SentinelOne,EDR SysOps,Agent Install,,Yes,0.0,1.0,0.2,0.0,3,neutral,new_category_baseline,,unknown,https://github.com/tsale/EDR-Telemetry/commit/ca3a2e679eacda11bca56997f55ec92fc46dc402
